2015-12-01	0.0
2015-12-01	0.0
2015-12-01	0.0
2015-12-01	0.0
2015-12-01	0.0
2015-12-01	0.0
2015-12-01	0.0
2015-12-01	0.0
2015-12-10	0.0
2015-12-10	0.0
2015-12-10	0.0
2015-12-10	0.0
2015-12-10	0.0
2015-12-10	0.0
2015-12-11	0.0
2015-12-11	0.0
2015-12-11	0.0
2015-12-11	0.0
2015-12-11	0.0
2015-12-11	0.0
2015-12-12	1.8927444794952681
2015-12-12	0.0
2015-12-12	1.0
2015-12-12	0.0
2015-12-13	0.0
2015-12-13	0.0
2015-12-14	0.0
2015-12-16	0.0
2015-12-16	0.22624434389140272
2015-12-17	0.0
2015-12-17	0.0
2015-12-17	0.0
2015-12-17	0.0
2015-12-17	0.0
2015-12-17	0.0
2015-12-17	0.0
2015-12-17	0.0
2015-12-19	0.0
2015-12-19	0.0
2015-12-19	0.205761316872428
2015-12-19	0.0
2015-12-19	0.0
2015-12-19	0.0
2015-12-19	0.0
2015-12-19	0.0
2015-12-19	0.0
2015-12-02	0.11325028312570781
2015-12-02	0.0
2015-12-02	0.0
2015-12-02	0.18018018018018017
2015-12-20	0.0
2015-12-20	0.19569471624266144
2015-12-20	0.0
2015-12-20	0.0
2015-12-21	0.0
2015-12-21	0.13717421124828533
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.27472527472527475
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.2534854245880862
2015-12-21	0.0
2015-12-21	0.6097560975609756
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.0
2015-12-21	0.0
2015-12-22	0.0
2015-12-22	0.0
2015-12-22	0.0
2015-12-22	0.0
2015-12-22	0.0
2015-12-22	0.0
2015-12-22	0.0
2015-12-23	0.0
2015-12-23	0.0
2015-12-23	0.0
2015-12-24	0.0
2015-12-24	0.0
2015-12-24	0.0
2015-12-24	0.0
2015-12-24	0.0
2015-12-24	0.0
2015-12-24	0.0
2015-12-24	0.0
2015-12-25	0.0
2015-12-25	0.0
2015-12-26	0.0
2015-12-26	0.0
2015-12-27	0.0
2015-12-28	0.3389830508474576
2015-12-28	0.0
2015-12-28	0.0
2015-12-28	0.0
2015-12-03	0.0
2015-12-03	0.0
2015-12-30	0.0
2015-12-30	0.0
2015-12-30	0.0
2015-12-04	0.0
2015-12-04	0.1145475372279496
2015-12-04	0.11587485515643106
2015-12-04	0.0
2015-12-04	0.5586592178770949
2015-12-05	0.0
2015-12-05	0.0
2015-12-06	0.0
2015-12-06	0.0
2015-12-07	0.0
2015-12-07	0.0
2015-12-07	0.0
2015-12-08	0.0
2015-12-09	0.0
2015-12-09	0.3076923076923077
2015-12-09	0.0
2016-01-11	0.12539184952978055
2016-01-11	0.0
2016-01-12	0.13315579227696406
2016-01-12	0.0
2016-01-13	0.0
2016-01-14	0.0
2016-01-14	0.23201856148491878
2016-01-16	0.0
2016-01-17	0.0
2016-01-17	0.0
2016-01-19	0.0
2016-01-03	0.0
2016-01-07	0.0
2016-01-09	0.0
2016-01-09	0.0
2015-11-21	0.0
2015-11-21	0.0
2015-11-21	0.0
2015-11-21	0.0
2015-11-24	0.0
2015-11-24	0.0
2015-11-25	0.0
2015-11-25	0.0
2015-11-26	0.0
2015-11-26	0.0
2015-11-26	0.3184713375796178
2015-11-27	0.0
2015-11-27	0.0
2015-11-27	0.0
2015-11-27	0.0
2015-11-27	0.0
2015-11-28	0.0
2015-11-28	0.0
2015-11-28	0.0
2015-11-28	0.0
2015-11-28	0.0
2015-11-29	0.0
2015-11-29	0.0
2015-11-30	0.0
2015-11-30	0.0
2015-11-30	0.0
2015-11-30	0.0
