5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 1.373684210526316118e-01 6.689473684210527349e-01 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.842105263157895689e-02 5.263157894736843071e-04 1.268421052631579227e-01 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04
1.105263157894737121e-02 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 1.163157894736842335e-01 6.794736842105263408e-01 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 7.421052631578947678e-02 5.263157894736843071e-04 9.526315789473686901e-02 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 1.631578947368421406e-02
5.368421052631579260e-02 2.957894736842106020e-01 1.052631578947368614e-03 2.210526315789474242e-02 2.210526315789474242e-02 1.052631578947368614e-03 1.052631578947368614e-03 6.421052631578948178e-02 1.052631578947368614e-03 1.157894736842105497e-02 1.168421052631579138e-01 2.536842105263158453e-01 1.052631578947368614e-03 1.052631578947368614e-03 8.526315789473684625e-02 1.052631578947368614e-03 1.052631578947368614e-03 6.421052631578948178e-02 1.052631578947368614e-03 1.052631578947368614e-03
5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.789473684210527486e-03 5.263157894736843071e-04 1.373684210526316118e-01 6.636842105263158764e-01 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 6.368421052631580148e-02 5.789473684210527486e-03 1.163157894736842335e-01 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04 5.263157894736843071e-04
3.263157894736842812e-02 2.852631578947368851e-01 1.052631578947368614e-03 1.052631578947368614e-03 1.052631578947368614e-03 1.052631578947368614e-03 1.052631578947368614e-03 1.052631578947368614e-03 7.473684210526317095e-02 1.052631578947368614e-03 1.273684210526316030e-01 3.063157894736842635e-01 1.157894736842105497e-02 1.052631578947368614e-03 7.473684210526317095e-02 1.052631578947368614e-03 1.052631578947368614e-03 7.473684210526317095e-02 1.052631578947368614e-03 1.052631578947368614e-03
9.130434782608695676e-02 3.952569169960474258e-04 2.217391304347826053e-01 3.952569169960474258e-04 3.952569169960474258e-04 1.664031620553359792e-01 1.545454545454545414e-01 3.952569169960474258e-04 3.952569169960474258e-04 3.952569169960474258e-04 3.952569169960474258e-04 3.952569169960474258e-04 3.952569169960474258e-04 3.952569169960474258e-04 1.620553359683794478e-02 2.296442687747035638e-01 3.952569169960474258e-04 1.150197628458498045e-01 3.952569169960474258e-04 3.952569169960474258e-04
5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 9.895027624309391534e-01
8.000000000000000383e-04 2.888000000000000012e-01 8.800000000000000530e-03 2.088000000000000134e-01 8.000000000000000383e-04 3.279999999999999583e-02 8.000000000000000383e-04 4.879999999999999616e-02 1.680000000000000243e-02 1.207999999999999907e-01 8.000000000000000383e-04 8.079999999999999682e-02 8.000000000000000383e-04 8.000000000000000383e-04 2.479999999999999913e-02 8.000000000000000383e-04 8.000000000000000383e-04 8.000000000000000383e-04 1.607999999999999985e-01 8.000000000000000383e-04
2.095652173913043759e-01 7.913043478260869956e-02 8.695652173913044885e-04 2.791304347826087384e-01 1.226086956521739296e-01 8.695652173913044885e-04 3.565217391304347644e-02 2.095652173913043759e-01 8.695652173913044885e-04 8.695652173913044885e-04 8.695652173913044885e-04 8.695652173913044885e-04 8.695652173913044885e-04 4.434782608695652523e-02 8.695652173913044885e-04 9.565217391304349157e-03 8.695652173913044885e-04 8.695652173913044885e-04 8.695652173913044885e-04 8.695652173913044885e-04
5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 5.000000000000000104e-04 9.904999999999999361e-01
3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 3.125000000000000173e-03 9.406250000000000444e-01
4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 4.950495049504950555e-04 9.905940594059405857e-01
3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.333333333333333287e-02 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 3.030303030303030300e-03 9.121212121212121104e-01
5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 5.524861878453039095e-04 9.895027624309391534e-01
